freeze_batch_id,epic_id,manual_label,manual_label_family,training_class,science_binary,training_use,training_exclusion_reason,stage_g_deeper_eval,stage_g_deeper_eval_action,manual_next_action,manual_confidence,manual_reason,reviewed_at,reviewer,cnn_manual_conflict,conflict_reason,decision_authority,manual_vetted,decision,stage_g_action,training_update,queue_rank,cnn_score,morphology_positive,flux_p_science_like,flux_p_top3_mean,flux_p_top10_mean,flux_num_segments,autovet_rank_score,review_priority_score,triage_score_global,triage_step_score,triage_whiteness_score,best_shape_score,best_depth_snr,primary_depth_snr,n_events,n_periods_proposed,n_periods_validated,best_period_days,period_support_count,event_family_count,primary_depth,radius_ratio_sqrt_depth,transit_duration_hours,odd_even_depth_ratio,odd_even_depth_delta_explicit,secondary_to_primary_depth_ratio,secondary_depth_snr,oot_variability_to_depth,alias_best_support_ratio,spike_fraction_2cadence,pilot_noise_like_flag,obvious_low_signal_flag,funnel_bucket,prefilter_rank,prefilter_rank_score,recommended_prefilter_action,prefilter_reason,key_metrics_used,triggered_rules,autovet_label,autovet_reason,period_gate,odd_even_gate,secondary_eclipse_gate,oot_variability_gate,depth_consistency_gate,event_cluster_gate,alias_gate,thruster_cadence_gate,diagnostic_gate_summary,stage_f_label,stage_f_reason,stage_g_label,stage_g_reason,source_files
manual_vetting_batch_64,EPIC_200008831,binary_system,negative,false_positive_eb_or_variable,not_science_like,true,,false,do_not_promote_to_stage_g,reject_from_candidate_pipeline,high,Strong odd/even depth mismatch with ratio 0.350; high half-period alias risk; Stage F likely EB; noisy/unstable morphology; not planet-like.,2026-05-19,user_provided_manual_review,,,manual_review,true,,,,1,0.8340081572532654,true,0.8340081572532654,0.7805893421173096,0.6579361498355866,13,0.7242248953001397,0.6242248953001397,0.4330229737901699,0.8504655393147451,0.2696728540858527,0.7305633642335856,8.535942614654859,8.535942614654859,4.0,3.0,3.0,6.109175422134285,3.0,4.0,,,,,,,,,,,False,False,needs_stage_i_plot_generation,3561,0.394724,plot_when_capacity_available_after_period_search_candidates,validated_period_available,flux_p_science_like=0.834; triage_score_global=0.433; triage_step_score=0.8505; triage_whiteness_score=0.2697; best_shape_score=0.7306; best_depth_snr=8.536; n_events=4; n_periods_validated=3; best_period_days=6.109; primary_depth=NA; radius_ratio_sqrt_depth=NA; secondary_to_primary_depth_ratio=NA; odd_even_depth_delta_explicit=NA; oot_variability_to_depth=NA; alias_best_support_ratio=NA; spike_fraction_2cadence=NA,flux_model_supports_signal; adequate_period_event_support; no_fatal_secondary_or_depth_flags; moderate_primary_snr; step_systematic_caution,auto_candidate_with_caveat,"auto_candidate_with_caveat is never directly promotable by policy; Stage F likely EB; odd_even_ratio=0.3503, odd_even_delta=0.9622, alias_risk=high, primary_depth=4.131",pass,unknown,unknown,unknown,unknown,pass,unknown,unknown,period_gate=pass; odd_even_gate=unknown; secondary_eclipse_gate=unknown; oot_variability_gate=unknown; depth_consistency_gate=unknown; event_cluster_gate=pass; alias_gate=unknown; thruster_cadence_gate=unknown,,,,,plots/k2_batch/stage_i_autovet_v1_candidate_batch1/autovet_candidate_validation_ledger.csv; plots/k2_batch/stage_i_autovet_v1_results.csv; plots/k2_batch/master_vetted_catalog/manual_review_updates/20260519_epic5/manual_vetting_decisions_20260519_epic5.csv
manual_vetting_batch_64,EPIC_200008924,uncertain_hold,hold,excluded_uncertain_hold,unresolved,false,excluded_uncertain_manual_hold,false,do_not_promote_to_stage_g,keep_hold_for_recheck,medium,"Weak primary SNR and Stage F rejected due to insignificant cached folded transit, but odd/even is not severe and no secondary eclipse is detected; hold for recheck rather than hard reject.",2026-05-19,user_provided_manual_review,,,manual_review,true,,,,2,0.6653202772140503,true,0.6653202772140503,0.6394893725713094,0.58710076212883,13,0.4782016364256004,0.3788511679816316,0.4004603130585282,0.7961028106638127,0.3597238121648831,0.6676582218155624,8.33886143257409,8.33886143257409,3.0,1.0,1.0,2.9421663436151,1.0,3.0,,,,,,,,,,,False,False,needs_stage_i_plot_generation,3580,0.352755,plot_when_capacity_available_after_period_search_candidates,validated_period_available; external_score_support,flux_p_science_like=0.6653; triage_score_global=0.4005; triage_step_score=0.7961; triage_whiteness_score=0.3597; best_shape_score=0.6677; best_depth_snr=8.339; n_events=3; n_periods_validated=1; best_period_days=2.942; primary_depth=NA; radius_ratio_sqrt_depth=NA; secondary_to_primary_depth_ratio=NA; odd_even_depth_delta_explicit=NA; oot_variability_to_depth=NA; alias_best_support_ratio=NA; spike_fraction_2cadence=NA,flux_model_supports_signal; adequate_period_event_support; no_fatal_secondary_or_depth_flags; limited_period_support; moderate_primary_snr; step_systematic_caution,auto_candidate_with_caveat,"auto_candidate_with_caveat is never directly promotable by policy; Stage F reject; primary_snr=3.563, num_events=2, stage_f_reason=primary transit depth is not significant in cached folded light curve",pass,unknown,unknown,unknown,unknown,pass,unknown,unknown,period_gate=pass; odd_even_gate=unknown; secondary_eclipse_gate=unknown; oot_variability_gate=unknown; depth_consistency_gate=unknown; event_cluster_gate=pass; alias_gate=unknown; thruster_cadence_gate=unknown,,,,,plots/k2_batch/stage_i_autovet_v1_candidate_batch1/autovet_candidate_validation_ledger.csv; plots/k2_batch/stage_i_autovet_v1_results.csv; plots/k2_batch/master_vetted_catalog/manual_review_updates/20260519_epic5/manual_vetting_decisions_20260519_epic5.csv
manual_vetting_batch_64,EPIC_211549072,noise_or_artifact,negative,negative_noise_or_artifact,not_science_like,true,,false,do_not_promote_to_stage_g,reject_from_candidate_pipeline,high,"Manual plot review does not show a convincing transit-like signal despite very high CNN morphology score. The numerical diagnostics are also unfavorable: shallow primary depth, modest primary SNR around 6.92, very long duration around 7.85 hours for P=1.20d, strong odd/even mismatch with ratio about 0.472 and explicit delta about 0.675, and half-period alias support. Stage F held the object as ambiguous, but manual review overrides the CNN morphology-positive score because the dips are not visually convincing and the signal is not planet-like.",2026-05-20,user_provided_manual_review,cnn_high_manual_reject,"Very high CNN score at about 0.991, but manual review finds no convincing dips and diagnostics are unfavorable.",manual_review,true,,,,3,0.9907761216163635,true,0.9907761216163636,0.9666826725006104,0.8197718739509583,13,0.7967716425657273,0.7967716425657273,-0.6655207082091821,0.0214738126665381,0.9993124249255092,0.8380235101896251,86.28376206886168,86.28376206886168,30.0,0.0,0.0,,0.0,30.0,,,,,,,,,,,False,False,needs_period_search,1,0.773611,run_period_search_before_stage_i_plot_generation,no_saved_period_support; external_score_support; high_prefilter_score,flux_p_science_like=0.9908; triage_score_global=-0.6655; triage_step_score=0.02147; triage_whiteness_score=0.9993; best_shape_score=0.838; best_depth_snr=86.28; n_events=30; n_periods_validated=0; best_period_days=NA; primary_depth=NA; radius_ratio_sqrt_depth=NA; secondary_to_primary_depth_ratio=NA; odd_even_depth_delta_explicit=NA; oot_variability_to_depth=NA; alias_best_support_ratio=NA; spike_fraction_2cadence=NA,no_reliable_period_support; possible_signal_requires_period_search,auto_hold_needs_review,"original AutoVet evidence had missing/weak saved period support; EB risk features: odd_even_ratio=0.4722, odd_even_delta=0.6746, secondary_ratio=0, alias_risk=moderate",fail,unknown,unknown,pass,unknown,pass,review,unknown,period_gate=fail; odd_even_gate=unknown; secondary_eclipse_gate=unknown; oot_variability_gate=pass; depth_consistency_gate=unknown; event_cluster_gate=pass; alias_gate=review; thruster_cadence_gate=unknown,,,,,plots/k2_batch/stage_i_autovet_v1_hold_batch1/autovet_hold_validation_ledger.csv; plots/k2_batch/stage_i_autovet_v1_hold_batch1/post_repair_validation_ledger.csv; plots/k2_batch/stage_i_autovet_v1_results.csv; plots/k2_batch/master_vetted_catalog/manual_review_updates/20260520_epic20/manual_vetting_decisions_cumulative_20260520_epic20.csv
manual_vetting_batch_64,EPIC_211995966,reject_as_noise_or_artifact,negative,negative_reject_as_noise_or_artifact,not_science_like,true,,false,do_not_promote_to_stage_g,reject,not_provided,"Weird / ambiguous noise: something but nothing. Stage F already rejected it because primary transit depth is not significant in cached folded light curve. Primary SNR is very weak: 2.73. Event support is thin: event_family_count = 3. Alias risk = moderate. Odd/even is good: ratio = 0.952, but weak primary detection dominates. CNN score = 0.879 is morphology-only and does not override Stage F rejection.",2026-06-01,user_provided_manual_review,none,CNN remains morphology-only and does not override Stage F rejection or weak primary detection.,manual_review,true,reject,do_not_promote,noise_or_artifact_or_bad_fold,4,0.8787158131599426,true,0.8787158131599426,0.874326487382253,0.8438651502132416,13,0.7746037582738443,0.7584857456129763,0.0050407171489437,0.2967080759652078,0.4860544112882705,0.7070237575331259,3.3663627933369327,3.3663627933369327,10.0,3.0,3.0,1.144172771171725,3.0,10.0,,,,,,,,,,,False,False,auto_reject_low_priority,4392,0.343757,deprioritize_not_final_label_do_not_train_as_negative,validated_period_available,flux_p_science_like=0.8787; triage_score_global=0.005041; triage_step_score=0.2967; triage_whiteness_score=0.4861; best_shape_score=0.707; best_depth_snr=3.366; n_events=10; n_periods_validated=3; best_period_days=1.144; primary_depth=NA; radius_ratio_sqrt_depth=NA; secondary_to_primary_depth_ratio=NA; odd_even_depth_delta_explicit=NA; oot_variability_to_depth=NA; alias_best_support_ratio=NA; spike_fraction_2cadence=NA,possible_signal_without_clean_promotion_evidence; weak_or_moderate_primary_snr,auto_hold_needs_review,"Stage F reject in hold audit; route to reject audit before any label update; artifact/reject features: primary_snr=2.728, num_events=3",pass,unknown,unknown,unknown,unknown,pass,fail,unknown,period_gate=pass; odd_even_gate=unknown; secondary_eclipse_gate=unknown; oot_variability_gate=unknown; depth_consistency_gate=unknown; event_cluster_gate=pass; alias_gate=fail; thruster_cadence_gate=unknown,,,,,plots/k2_batch/stage_i_autovet_v1_hold_batch1/autovet_hold_validation_ledger.csv; plots/k2_batch/stage_i_autovet_v1_results.csv; plots/k2_batch/master_vetted_catalog/manual_review_updates/20260601_epic65/manual_vetting_decisions_cumulative_20260601_epic65.csv
manual_vetting_batch_64,EPIC_211805860,uncertain_hold,hold,excluded_uncertain_hold,unresolved,false,excluded_uncertain_manual_hold,false,do_not_promote_to_stage_g,keep_hold_for_recheck_with_oot_detrending_and_stage_f_period_validation,medium,"Manual review keeps this as a cautious hold despite Stage F rejection. Odd/even consistency is good with ratio about 0.957 and explicit delta about 0.044, there is no detected secondary eclipse, the duration is plausible at about 3.43 hours for P=4.14d, and the period source is saved_validation_period. However primary SNR is weak around 4.67, Stage F rejected because the primary transit depth is not significant in the cached folded light curve, and OOT variability is very high at about 1.48x transit depth. Keep as uncertain hold pending OOT detrending review and Stage F period/depth validation rather than promote.",2026-05-22,user_provided_manual_review,cnn_high_manual_hold,"CNN score is very high at about 0.980, but manual review keeps it on hold due to weak primary significance, Stage F rejection, and high OOT variability.",manual_review,true,,,,5,0.9799116849899292,true,0.9799116849899292,0.9780488014221193,0.9167323648929596,13,0.7494603076489534,0.7494603076489534,-0.6545424017524369,0.0375549731472974,0.992725441051462,0.7917292751260029,29.66899119138342,29.66899119138342,23.0,0.0,0.0,,0.0,23.0,,,,,,,,,,,False,False,needs_period_search,376,0.446494,run_period_search_before_stage_i_plot_generation,no_saved_period_support,flux_p_science_like=0.9799; triage_score_global=-0.6545; triage_step_score=0.03755; triage_whiteness_score=0.9927; best_shape_score=0.7917; best_depth_snr=29.67; n_events=23; n_periods_validated=0; best_period_days=NA; primary_depth=NA; radius_ratio_sqrt_depth=NA; secondary_to_primary_depth_ratio=NA; odd_even_depth_delta_explicit=NA; oot_variability_to_depth=NA; alias_best_support_ratio=NA; spike_fraction_2cadence=NA,no_reliable_period_support; possible_signal_requires_period_search,auto_hold_needs_review,"original AutoVet evidence had missing/weak saved period support; artifact/reject features: primary_snr=4.671, num_events=8",fail,unknown,unknown,fail,unknown,pass,review,unknown,period_gate=fail; odd_even_gate=unknown; secondary_eclipse_gate=unknown; oot_variability_gate=fail; depth_consistency_gate=unknown; event_cluster_gate=pass; alias_gate=review; thruster_cadence_gate=unknown,,,,,plots/k2_batch/stage_i_autovet_v1_hold_batch1/autovet_hold_validation_ledger.csv; plots/k2_batch/stage_i_autovet_v1_hold_batch1/post_repair_validation_ledger.csv; plots/k2_batch/stage_i_autovet_v1_results.csv; plots/k2_batch/master_vetted_catalog/manual_review_updates/20260522_epic35/manual_vetting_decisions_cumulative_20260522_epic35.csv
manual_vetting_batch_64,EPIC_211730838,binary_system,negative,false_positive_eb_or_variable,not_science_like,true,,false,do_not_promote_to_stage_g,reject_from_candidate_pipeline_but_keep_as_real_eclipsing_signal,medium_high,"Strong coherent eclipsing signal with excellent odd/even consistency, ratio about 0.996 and explicit delta about 0.004, many repeated events, saved validation period support, low alias risk, and no significant secondary eclipse. However the primary depth is extremely large at about 0.099, implying radius ratio about 0.315, which is too deep for a typical planet-like candidate and is more consistent with an eclipsing binary, stellar companion, or blend. OOT variability is also non-trivial at about 0.27x transit depth. Reject from the planet candidate pipeline, but keep as a real eclipsing-signal / binary-system case rather than noise.",2026-05-22,user_provided_manual_review,none,"CNN correctly identified strong eclipse-like morphology, but morphology score is not a planet classifier.",manual_review,true,,,,6,0.9896190762519836,true,0.9896190762519836,0.9817512035369872,0.9634389460086824,13,0.7469517964649529,0.7469517964649529,-0.6226337201791865,0.12194973340431,0.973580232107512,0.8520342707506945,11.820047898454524,11.820047898454524,57.0,0.0,0.0,,0.0,57.0,,,,,,,,,,,False,False,needs_period_search,470,0.39447,run_period_search_before_stage_i_plot_generation,no_saved_period_support,flux_p_science_like=0.9896; triage_score_global=-0.6226; triage_step_score=0.1219; triage_whiteness_score=0.9736; best_shape_score=0.852; best_depth_snr=11.82; n_events=57; n_periods_validated=0; best_period_days=NA; primary_depth=NA; radius_ratio_sqrt_depth=NA; secondary_to_primary_depth_ratio=NA; odd_even_depth_delta_explicit=NA; oot_variability_to_depth=NA; alias_best_support_ratio=NA; spike_fraction_2cadence=NA,no_reliable_period_support; possible_signal_requires_period_search,auto_hold_needs_review,"original AutoVet evidence had missing/weak saved period support; artifact/reject features: primary_snr=4.047, num_events=54",fail,unknown,unknown,pass,unknown,pass,pass,unknown,period_gate=fail; odd_even_gate=unknown; secondary_eclipse_gate=unknown; oot_variability_gate=pass; depth_consistency_gate=unknown; event_cluster_gate=pass; alias_gate=pass; thruster_cadence_gate=unknown,,,,,plots/k2_batch/stage_i_autovet_v1_hold_batch1/autovet_hold_validation_ledger.csv; plots/k2_batch/stage_i_autovet_v1_hold_batch1/post_repair_validation_ledger.csv; plots/k2_batch/stage_i_autovet_v1_results.csv; plots/k2_batch/master_vetted_catalog/manual_review_updates/20260522_epic29/manual_vetting_decisions_cumulative_20260522_epic29.csv
manual_vetting_batch_64,EPIC_211586814,binary_system,negative,false_positive_eb_or_variable,not_science_like,true,,false,do_not_promote_to_stage_g,reject_from_candidate_pipeline,high,"Signal has decent primary SNR, but diagnostics are EB-like rather than planet-like. Odd/even depth consistency is poor, with ratio about 0.538 and explicit delta about 0.600. The period is very short at P=0.504d with a relatively long duration of about 3.68 hours, and there is strong half-period alias support. Stage F already held it as ambiguous due to odd/even risk. Reject from candidate pipeline as likely binary/alias-contaminated despite morphology-positive CNN score and no detected secondary eclipse.",2026-05-20,user_provided_manual_review,none,"CNN score is moderately high but not extreme; manual rejection is driven by odd/even mismatch, short-period geometry, and alias concerns.",manual_review,true,,,,7,0.8914650678634644,true,0.8914650678634644,0.8775925834973654,0.7864209592342377,13,0.7451250285982689,0.7451250285982689,-0.6575603845968211,0.0141569588484834,0.9945362307580926,0.8154217580767608,43.463627452523205,43.463627452523205,17.0,0.0,0.0,,0.0,17.0,,,,,,,,,,,False,False,needs_period_search,60,0.627888,run_period_search_before_stage_i_plot_generation,no_saved_period_support; external_score_support,flux_p_science_like=0.8915; triage_score_global=-0.6576; triage_step_score=0.01416; triage_whiteness_score=0.9945; best_shape_score=0.8154; best_depth_snr=43.46; n_events=17; n_periods_validated=0; best_period_days=NA; primary_depth=NA; radius_ratio_sqrt_depth=NA; secondary_to_primary_depth_ratio=NA; odd_even_depth_delta_explicit=NA; oot_variability_to_depth=NA; alias_best_support_ratio=NA; spike_fraction_2cadence=NA,no_reliable_period_support; possible_signal_requires_period_search,auto_hold_needs_review,"original AutoVet evidence had missing/weak saved period support; EB risk features: odd_even_ratio=0.5385, odd_even_delta=0.6, secondary_ratio=0, alias_risk=low",fail,unknown,unknown,pass,unknown,pass,pass,unknown,period_gate=fail; odd_even_gate=unknown; secondary_eclipse_gate=unknown; oot_variability_gate=pass; depth_consistency_gate=unknown; event_cluster_gate=pass; alias_gate=pass; thruster_cadence_gate=unknown,,,,,plots/k2_batch/stage_i_autovet_v1_hold_batch1/autovet_hold_validation_ledger.csv; plots/k2_batch/stage_i_autovet_v1_hold_batch1/post_repair_validation_ledger.csv; plots/k2_batch/stage_i_autovet_v1_results.csv; plots/k2_batch/master_vetted_catalog/manual_review_updates/20260520_epic25/manual_vetting_decisions_cumulative_20260520_epic25.csv
manual_vetting_batch_64,EPIC_212020442,reject_as_noise_or_artifact,negative,negative_reject_as_noise_or_artifact,not_science_like,true,,false,do_not_promote_to_stage_g,reject,not_provided,"Manual review indicates no convincing period / period solution not trustworthy. Primary depth is shallow: 0.000683. SNR is weak: 7.60. Odd/even only moderate: ratio = 0.815. Alias risk = moderate. Strong alternate-period support: alias_best_period_days = 11.768625, support_ratio = 0.875. Master next action was run_period_search_before_label_update. Treat as period failure / noise, not candidate.",2026-06-01,user_provided_manual_review,none,CNN remains morphology-only and does not override manual rejection or period-failure context.,manual_review,true,reject,do_not_promote,noise_or_artifact_or_period_failure,8,0.8967928290367126,true,0.8967928290367126,0.8541512290636698,0.7530548512935639,13,0.7428483087199219,0.7428483087199219,-0.6641640101062071,0.0176740192452666,0.9984984060637242,0.8114725864840099,55.30061058733229,55.30061058733229,31.0,0.0,0.0,,0.0,31.0,,,,,,,,,,,False,False,needs_period_search,104,0.601309,run_period_search_before_stage_i_plot_generation,no_saved_period_support,flux_p_science_like=0.8968; triage_score_global=-0.6642; triage_step_score=0.01767; triage_whiteness_score=0.9985; best_shape_score=0.8115; best_depth_snr=55.3; n_events=31; n_periods_validated=0; best_period_days=NA; primary_depth=NA; radius_ratio_sqrt_depth=NA; secondary_to_primary_depth_ratio=NA; odd_even_depth_delta_explicit=NA; oot_variability_to_depth=NA; alias_best_support_ratio=NA; spike_fraction_2cadence=NA,no_reliable_period_support; possible_signal_requires_period_search,auto_hold_needs_review,original AutoVet evidence had missing/weak saved period support,fail,unknown,unknown,pass,unknown,pass,review,unknown,period_gate=fail; odd_even_gate=unknown; secondary_eclipse_gate=unknown; oot_variability_gate=pass; depth_consistency_gate=unknown; event_cluster_gate=pass; alias_gate=review; thruster_cadence_gate=unknown,,,,,plots/k2_batch/stage_i_autovet_v1_hold_batch1/autovet_hold_validation_ledger.csv; plots/k2_batch/stage_i_autovet_v1_hold_batch1/post_repair_validation_ledger.csv; plots/k2_batch/stage_i_autovet_v1_results.csv; plots/k2_batch/master_vetted_catalog/manual_review_updates/20260601_epic65/manual_vetting_decisions_cumulative_20260601_epic65.csv
manual_vetting_batch_64,EPIC_211409713,uncertain_hold,hold,excluded_uncertain_hold,unresolved,false,excluded_uncertain_manual_hold,false,do_not_promote_to_stage_g,promote_to_stage_f_period_validation,medium_high,"Strong and clean folded transit morphology with high primary SNR, plausible depth, short duration, low OOT variability relative to depth, and no significant secondary eclipse. However odd/even is unavailable and alias risk is moderate, with stronger support at the double-period alias, so keep as uncertain hold pending Stage F period/odd-even validation rather than direct candidate promotion.",2026-05-19,user_provided_manual_review,,,manual_review,true,,,,9,0.9656775593757629,true,0.9656775593757628,0.9628158410390218,0.9434590101242064,13,0.7339645163980263,0.7339645163980263,-0.6564612037038222,0.0221984034442041,0.9938767222222932,0.7519119510275154,35.02133881228043,35.02133881228043,33.0,0.0,0.0,,0.0,33.0,,,,,,,,,,,False,False,needs_period_search,33,0.642453,run_period_search_before_stage_i_plot_generation,no_saved_period_support; external_score_support,flux_p_science_like=0.9657; triage_score_global=-0.6565; triage_step_score=0.0222; triage_whiteness_score=0.9939; best_shape_score=0.7519; best_depth_snr=35.02; n_events=33; n_periods_validated=0; best_period_days=NA; primary_depth=NA; radius_ratio_sqrt_depth=NA; secondary_to_primary_depth_ratio=NA; odd_even_depth_delta_explicit=NA; oot_variability_to_depth=NA; alias_best_support_ratio=NA; spike_fraction_2cadence=NA,no_reliable_period_support; possible_signal_requires_period_search,auto_hold_needs_review,original AutoVet evidence had missing/weak saved period support,fail,unknown,unknown,pass,unknown,pass,fail,unknown,period_gate=fail; odd_even_gate=unknown; secondary_eclipse_gate=unknown; oot_variability_gate=pass; depth_consistency_gate=unknown; event_cluster_gate=pass; alias_gate=fail; thruster_cadence_gate=unknown,,,,,plots/k2_batch/stage_i_autovet_v1_hold_batch1/autovet_hold_validation_ledger.csv; plots/k2_batch/stage_i_autovet_v1_hold_batch1/post_repair_validation_ledger.csv; plots/k2_batch/stage_i_autovet_v1_results.csv; plots/k2_batch/master_vetted_catalog/manual_review_updates/20260519_epic11/manual_vetting_decisions_cumulative_20260519_epic11.csv
manual_vetting_batch_64,EPIC_211429653,noise_or_artifact,negative,negative_noise_or_artifact,not_science_like,true,,false,do_not_promote_to_stage_g,reject_from_candidate_pipeline,high,"Stage F already rejects the signal because the primary transit depth is not significant in the cached folded light curve. Primary SNR is weak at about 3.25, the event count is low, and the period is very short at P=0.507d with a long apparent duration of about 5.88 hours. Odd/even is also severely inconsistent with ratio about 0.247 and explicit delta about 1.47, so the morphology is not reliable for planet promotion despite CNN morphology-positive scoring.",2026-05-19,user_provided_manual_review,,,manual_review,true,,,,10,0.8376439809799194,true,0.8376439809799194,0.813077449798584,0.7664154529571533,427,0.7259421211482318,0.7259421211482318,-0.6659565450197219,0.0124949810086651,0.9995739270118332,0.8245288796754333,31.635228967988933,31.635228967988933,13.0,0.0,0.0,,0.0,13.0,,,,,,,,,,,False,False,needs_period_search,222,0.540741,run_period_search_before_stage_i_plot_generation,no_saved_period_support; external_score_support,flux_p_science_like=0.8376; triage_score_global=-0.666; triage_step_score=0.01249; triage_whiteness_score=0.9996; best_shape_score=0.8245; best_depth_snr=31.64; n_events=13; n_periods_validated=0; best_period_days=NA; primary_depth=NA; radius_ratio_sqrt_depth=NA; secondary_to_primary_depth_ratio=NA; odd_even_depth_delta_explicit=NA; oot_variability_to_depth=NA; alias_best_support_ratio=NA; spike_fraction_2cadence=NA,no_reliable_period_support; possible_signal_requires_period_search,auto_hold_needs_review,"original AutoVet evidence had missing/weak saved period support; EB risk features: odd_even_ratio=0.2465, odd_even_delta=1.471, secondary_ratio=0, alias_risk=low; artifact/reject features: primary_snr=3.25, num_events=5",fail,unknown,unknown,pass,unknown,pass,pass,unknown,period_gate=fail; odd_even_gate=unknown; secondary_eclipse_gate=unknown; oot_variability_gate=pass; depth_consistency_gate=unknown; event_cluster_gate=pass; alias_gate=pass; thruster_cadence_gate=unknown,,,,,plots/k2_batch/stage_i_autovet_v1_hold_batch1/autovet_hold_validation_ledger.csv; plots/k2_batch/stage_i_autovet_v1_hold_batch1/post_repair_validation_ledger.csv; plots/k2_batch/stage_i_autovet_v1_results.csv; plots/k2_batch/master_vetted_catalog/manual_review_updates/20260519_epic11/manual_vetting_decisions_cumulative_20260519_epic11.csv
