epic_id,calibrated_score,stage_g_support_tier,training_label_v3,science_binary_v3,current_status,final_candidate_status,stage_g_v2_action,reason
EPIC_211842439,0.82419685098,strong_support,uncertain_hold,not_science_like,hold_low_priority_candidate,hold_low_priority_candidate,high-score_false_positive_do-not-promote,Known Stage G false-positive pass: closed label/status must remain authoritative; Stage G v2 is support only and must not promote this row.
EPIC_212001099,0.779926018452,strong_support,planet_like,science_like,promote_primary_candidate,promote_primary_candidate,support_signal_only_no_label_override,"Strong calibrated support; use for prioritization only, with manual labels and ledger status unchanged."
EPIC_211534076,0.703777551032,strong_support,candidate_like,science_like,recovered_known_unconfirmed_candidate,recovered_known_unconfirmed_candidate,support_signal_only_no_label_override,"Strong calibrated support; use for prioritization only, with manual labels and ledger status unchanged."
EPIC_211530033,0.666594890072,review_support,noise_or_artifact,not_science_like,hold_or_reject_review,,review_support_prioritize_as_needed,Intermediate calibrated support; retain current label/status and use for follow-up prioritization.
EPIC_211396246,0.665346530446,review_support,noise_or_artifact,not_science_like,hold_or_reject_review,,review_support_prioritize_as_needed,Intermediate calibrated support; retain current label/status and use for follow-up prioritization.
EPIC_211972200,0.664480287471,review_support,binary_system,not_science_like,reject_as_planet_binary_system,reject_as_planet_binary_system,review_support_prioritize_as_needed,Intermediate calibrated support; retain current label/status and use for follow-up prioritization.
EPIC_211525754,0.625711532653,review_support,noise_or_artifact,not_science_like,reject_manual_false_positive,reject_manual_false_positive,review_support_prioritize_as_needed,Intermediate calibrated support; retain current label/status and use for follow-up prioritization.
EPIC_211988531,0.621504462203,review_support,uncertain_hold,not_science_like,hold_borderline_candidate,hold_borderline_candidate,review_support_prioritize_as_needed,Intermediate calibrated support; retain current label/status and use for follow-up prioritization.
EPIC_211490307,0.601533082823,review_support,noise_or_artifact,not_science_like,reject_manual_false_positive,reject_manual_false_positive,review_support_prioritize_as_needed,Intermediate calibrated support; retain current label/status and use for follow-up prioritization.
EPIC_211748059,0.5876390115,review_support,uncertain_hold,not_science_like,reject_low_confidence_shallow_signal,reject_low_confidence_shallow_signal,review_support_prioritize_as_needed,Intermediate calibrated support; retain current label/status and use for follow-up prioritization.
EPIC_211569204,0.575083924243,review_support,noise_or_artifact,not_science_like,hold_or_reject_review,,review_support_prioritize_as_needed,Intermediate calibrated support; retain current label/status and use for follow-up prioritization.
EPIC_211954033,0.55928650183,review_support,candidate_like,science_like,promote_candidate_alias_check,promote_candidate_alias_check,feature_review_for_stage_g_suppression,"Science-like row suppressed below strong_support by the current Stage G rule; review odd/even, OOT, Stage F, and Stage D feature contributions before any policy use."
EPIC_211910082,0.536549263428,review_support,noise_or_artifact,not_science_like,hold_or_reject_review,,review_support_prioritize_as_needed,Intermediate calibrated support; retain current label/status and use for follow-up prioritization.
EPIC_211551640,0.532435151021,review_support,noise_or_artifact,not_science_like,reject_manual_false_positive,reject_manual_false_positive,review_support_prioritize_as_needed,Intermediate calibrated support; retain current label/status and use for follow-up prioritization.
EPIC_212003686,0.525970995083,review_support,noise_or_artifact,not_science_like,reject_manual_false_positive,reject_manual_false_positive,review_support_prioritize_as_needed,Intermediate calibrated support; retain current label/status and use for follow-up prioritization.
EPIC_211520800,0.52077210378,review_support,low_priority_negative,not_science_like,hold_or_reject_review,,review_support_prioritize_as_needed,Intermediate calibrated support; retain current label/status and use for follow-up prioritization.
EPIC_211889692,0.516237480665,review_support,planet_like,science_like,recovered_known_confirmed_planet,recovered_known_confirmed_planet,feature_review_for_stage_g_suppression,"Science-like row suppressed below strong_support by the current Stage G rule; review odd/even, OOT, Stage F, and Stage D feature contributions before any policy use."
EPIC_211955365,0.477618219036,review_support,low_priority_negative,not_science_like,hold_or_reject_review,,review_support_prioritize_as_needed,Intermediate calibrated support; retain current label/status and use for follow-up prioritization.
EPIC_211947686,0.472832303949,review_support,noise_or_artifact,not_science_like,hold_or_reject_review,,review_support_prioritize_as_needed,Intermediate calibrated support; retain current label/status and use for follow-up prioritization.
EPIC_211739276,0.46018476914,review_support,noise_or_artifact,not_science_like,reject_manual_false_positive,reject_manual_false_positive,review_support_prioritize_as_needed,Intermediate calibrated support; retain current label/status and use for follow-up prioritization.
EPIC_211972767,0.4538473394,review_support,variable_or_artifact,not_science_like,hold_or_reject_review,,review_support_prioritize_as_needed,Intermediate calibrated support; retain current label/status and use for follow-up prioritization.
EPIC_211554121,0.444936157725,weak_support,noise_or_artifact,not_science_like,reject_manual_false_positive,reject_manual_false_positive,weak_support_no_automatic_rejection,Weak calibrated support; retain current label/status and do not reject from Stage G v2 alone.
EPIC_211818652,0.439208393353,weak_support,,unresolved,hold_or_reject_review,,weak_support_no_automatic_rejection,Weak calibrated support; retain current label/status and do not reject from Stage G v2 alone.
EPIC_211563576,0.438757294482,weak_support,noise_or_artifact,not_science_like,reject_manual_false_positive,reject_manual_false_positive,weak_support_no_automatic_rejection,Weak calibrated support; retain current label/status and do not reject from Stage G v2 alone.
EPIC_211555255,0.437393349915,weak_support,noise_or_artifact,not_science_like,reject_manual_false_positive,reject_manual_false_positive,weak_support_no_automatic_rejection,Weak calibrated support; retain current label/status and do not reject from Stage G v2 alone.
EPIC_211926132,0.434070024635,weak_support,uncertain_hold,not_science_like,hold_low_priority_candidate,hold_low_priority_candidate,weak_support_no_automatic_rejection,Weak calibrated support; retain current label/status and do not reject from Stage G v2 alone.
EPIC_211908778,0.4320067276,weak_support,candidate_like,science_like,known_positive_below_pass_threshold_recheck_features,,feature_review_for_stage_g_suppression,"Science-like row suppressed below strong_support by the current Stage G rule; review odd/even, OOT, Stage F, and Stage D feature contributions before any policy use."
EPIC_211538087,0.430484894429,weak_support,,unresolved,hold_or_reject_review,,weak_support_no_automatic_rejection,Weak calibrated support; retain current label/status and do not reject from Stage G v2 alone.
EPIC_211833851,0.421272179037,weak_support,noise_or_artifact,not_science_like,hold_or_reject_review,,weak_support_no_automatic_rejection,Weak calibrated support; retain current label/status and do not reject from Stage G v2 alone.
EPIC_211404127,0.401965238504,weak_support,candidate_like,science_like,known_positive_below_pass_threshold_recheck_features,,feature_review_for_stage_g_suppression,"Science-like row suppressed below strong_support by the current Stage G rule; review odd/even, OOT, Stage F, and Stage D feature contributions before any policy use."
EPIC_211813858,0.395247750458,weak_support,low_priority_negative,not_science_like,hold_or_reject_review,,weak_support_no_automatic_rejection,Weak calibrated support; retain current label/status and do not reject from Stage G v2 alone.
EPIC_211936906,0.392331907144,weak_support,,unresolved,unresolved_flux_triage_when_queue_reopens,,weak_support_no_automatic_rejection,Weak calibrated support; retain current label/status and do not reject from Stage G v2 alone.
EPIC_211732801,0.381582578915,weak_support,binary_system,not_science_like,hold_or_reject_review,,weak_support_no_automatic_rejection,Weak calibrated support; retain current label/status and do not reject from Stage G v2 alone.
EPIC_211552564,0.380169675033,weak_support,,unresolved,unresolved_flux_triage_when_queue_reopens,,weak_support_no_automatic_rejection,Weak calibrated support; retain current label/status and do not reject from Stage G v2 alone.
